,player_name,gp,pts,reb,ast,net_rating,season
424,Marcus Camby,63,14.8,6.3,1.5,-1.5,1996-97
425,Mario Elie,78,11.7,3,4,5.6,1996-97
426,Mark Bradtke,36,1.6,1.9,0.2,0.9,1996-97
427,Mark Bryant,41,9.3,5.2,1.1,3.3,1996-97
428,Marcus Brown,21,3.9,0.7,1,4,1996-97
429,Mark Hendrickson,29,2.9,3.2,0.1,-5.1,1996-97
430,Mark Jackson,82,9.9,4.8,11.4,-2,1996-97
431,Mark Price,70,11.3,2.6,4.9,-3.1,1996-97
432,Mark Strickland,31,2,1.2,0,-17.1,1996-97
433,Matt Geiger,49,8.9,5.3,0.8,0.9,1996-97
434,Mark West,70,3.2,2.7,0.3,3.5,1996-97
435,Martin Lewis,9,1.6,0.7,0.4,-3.5,1996-97
436,Martin Muursepp,42,3.7,1.6,0.5,-14.5,1996-97
437,Marty Conlon,74,7.8,4.4,1.4,-9,1996-97
438,Matt Bullard,71,4.5,1.6,0.9,0.9,1996-97
439,Matt Fish,6,0.3,0.8,0,-15.1,1996-97
440,Mark Davis,75,8.5,4.3,1.8,-7.4,1996-97
441,Marko Milic,33,2.8,0.8,0.4,7.4,1997-98
442,Martin Muursepp,41,5.7,2.8,0.7,-3.7,1997-98
443,Marty Conlon,18,4.9,2.6,0.7,4.4,1997-98
444,Matt Bullard,67,7,2.2,0.9,-3.1,1997-98
445,Michael Curry,82,6.6,1.2,1.7,-3.9,1997-98
446,Matt Maloney,78,8.6,1.8,2.8,-1.9,1997-98
447,Maurice Taylor,71,11.5,4.2,0.7,-9.5,1997-98
448,Michael Cage,79,1.3,3.9,0.4,2.4,1997-98
449,Mark West,15,1.5,1,0.1,-4.5,1997-98
450,Matt Geiger,78,11.3,6.7,1,-1.1,1997-98
451,Mark Strickland,51,6.8,4.2,0.5,1.3,1997-98
452,Mahmoud Abdul-Rauf,31,7.3,1.2,1.9,-6.4,1997-98
453,Mark Pope,28,1.4,0.9,0.3,-0.2,1997-98
454,Mark Jackson,82,8.3,3.9,8.7,10.2,1997-98
455,Mark Hendrickson,48,3.4,3,0.9,-7.6,1997-98
456,Mark Davis,71,4,2.2,1,-4.4,1997-98
457,Mark Bryant,70,4.2,3.5,0.7,6.5,1997-98
458,Mario Elie,73,8.4,2.1,3,-0.6,1997-98
459,Mario Bennett,45,3.9,2.8,0.4,5,1997-98
460,Marcus Camby,63,12.1,7.4,1.8,-7.5,1997-98
461,Malik Sealy,77,7.7,2.8,1.3,4.2,1997-98
462,Malik Rose,53,3,1.7,0.4,-6.8,1997-98
463,Randy Livingston,12,0.8,0.5,0.4,-5,1997-98
464,Mark Price,63,9.5,2,4.7,-3.1,1997-98
465,Michael Finley,82,21.5,5.3,4.9,-6.7,1997-98
466,Nick Van Exel,64,13.8,3,6.9,8.1,1997-98
467,Michael McDonald,1,0,1,0,-71.4,1997-98
468,Lucious Harris,50,3.8,1,0.8,2,1997-98
469,Randy Brown,71,4.1,1.3,2.1,3,1997-98
470,Priest Lauderdale,39,3.7,2.6,0.5,-6.2,1997-98
471,Popeye Jones,14,8.6,7.3,1.3,-1.4,1997-98
472,Pooh Richardson,69,4.2,1.4,3.3,-12.8,1997-98
473,Pete Myers,9,1.6,1.1,0.3,6.8,1997-98
474,Pete Chilcutt,82,4.9,3.7,1.3,-8.3,1997-98
475,Pervis Ellison,33,3,3.3,0.9,0.8,1997-98
476,Patrick Ewing,26,20.8,10.2,1.1,6.6,1997-98
477,P.J. Brown,74,9.6,8.6,1.4,8,1997-98
478,Otis Thorpe,74,10.2,7.3,3,-12.5,1997-98
479,Michael Jordan,82,28.7,5.8,3.5,8.5,1997-98
480,Othella Harrington,58,6,3.6,0.4,-7.3,1997-98
481,Olden Polynice,70,7.9,6.3,1.5,-5.9,1997-98
482,Nick Anderson,58,15.3,5.1,2.1,0.1,1997-98
483,Nate McMillan,18,3.4,2.2,3.1,10.4,1997-98
484,Muggsy Bogues,61,5.7,2.2,5.4,-8.4,1997-98
485,Mookie Blaylock,70,13.2,4.9,6.7,8.4,1997-98
486,Monty Williams,72,6.3,2.5,1.2,0.7,1997-98
487,Mitchell Butler,18,2.1,1.2,1,2,1997-98
488,Mitch Richmond,70,23.2,3.3,4,-2.6,1997-98
489,Micheal Williams,25,2.6,0.6,1.3,0.4,1997-98
490,Michael Stewart,81,4.6,6.6,0.8,-3,1997-98
491,Michael Smith,48,5.2,6.4,1.8,-6.6,1997-98
492,Oliver Miller,64,6.3,6.3,3.1,-9.9,1997-98
493,Luc Longley,58,11.4,5.9,2.8,7.5,1997-98
494,Kerry Kittles,77,17.2,4.7,2.3,1.9,1997-98
495,Lorenzo Williams,14,1.9,1.9,0.2,-18.2,1997-98
496,Keith Booth,6,1.7,0.7,0.2,-10,1997-98
497,Keith Askins,46,2.4,2.2,0.6,5.5,1997-98
498,Kebu Stewart,15,2.7,2.1,0.1,11.7,1997-98
499,Karl Malone,81,27,10.3,3.9,9.8,1997-98
500,Juwan Howard,64,18.5,7,3.3,-0.6,1997-98
501,Jud Buechler,74,2.7,1,0.7,-0.9,1997-98
502,Jon Barry,49,2.5,0.8,1,4.7,1997-98
503,Johnny Taylor,12,3.2,1.1,0.1,4.8,1997-98
504,Johnny Newman,74,14.7,1.9,1.9,-12,1997-98
505,John Wallace,82,14,4.5,1.3,-10.4,1997-98
506,John Thomas,54,2.8,2,0.3,-2.6,1997-98
507,John Stockton,64,12,2.6,8.5,13.4,1997-98
508,John Starks,82,12.9,2.8,2.7,2.4,1997-98
509,John Crotty,26,3.7,1.2,2.4,-5.5,1997-98
510,Joe Wolf,57,1.5,2.2,0.5,-9.3,1997-98
511,Joe Stephens,7,3.9,0.9,0.1,-24.2,1997-98
512,Joe Smith,79,14.6,6,1.2,-9.9,1997-98
513,Joe Kleine,46,2,1.7,0.7,-4,1997-98
514,Joe Dumars,72,13.1,1.4,3.5,0.8,1997-98
515,Jimmy Oliver,1,5,2,1,4.2,1997-98
516,Jim McIlvaine,78,3.2,3.3,0.2,7,1997-98
517,Jim Jackson,79,15.7,5.1,4.8,-6.1,1997-98
518,Rasheed Wallace,77,14.6,6.2,2.5,4.5,1997-98
519,Keith Closs,58,4,2.9,0.3,-8,1997-98
520,Keith Van Horn,62,19.7,6.6,1.7,2.9,1997-98
521,Kelvin Cato,74,3.8,3.4,0.3,-2.3,1997-98
522,Kendall Gill,81,13.4,4.8,2.5,1.1,1997-98
523,Lorenzen Wright,69,9,8.8,0.8,-5.5,1997-98
524,Lloyd Daniels,6,5.7,1.2,0.7,-16.9,1997-98
525,Litterial Green,21,1.2,0.3,0.8,-1,1997-98
526,Lindsey Hunter,71,12.1,3.5,3.2,-0.3,1997-98
527,Lee Mayberry,79,4.6,1.4,4.4,-3.5,1997-98
528,Ledell Eackles,42,5.2,1.8,0.4,0.4,1997-98
529,Lawrence Moten,8,1.1,0.1,0.4,-29.5,1997-98
530,Lawrence Funderburke,52,9.5,4.5,1.2,-7,1997-98
531,Latrell Sprewell,14,21.4,3.6,4.9,-16.7,1997-98
532,Larry Robinson,6,2.8,2,0.2,-2.8,1997-98
533,Larry Johnson,70,15.5,5.7,2.1,2.3,1997-98
534,Loy Vaught,10,7.5,6.5,0.7,-16.6,1997-98
535,Lamond Murray,79,15.4,6.1,1.8,-8.2,1997-98
536,Kurt Thomas,5,7.4,4.8,0.6,-5.5,1997-98
537,Kobe Bryant,79,15.4,3.1,2.5,6.9,1997-98
538,Kiwane Garris,28,2.4,0.7,1,-17.4,1997-98
539,Khalid Reeves,82,8.7,2.3,2.8,-4.5,1997-98
540,Kevin Willis,81,16.1,8.4,1,-1.9,1997-98
541,Kevin Salvadori,16,0.3,1.3,0.2,-9.4,1997-98
542,Kevin Ollie,35,3.5,1.1,1.9,-1.9,1997-98
543,Kevin Johnson,50,9.5,3.3,4.9,6.8,1997-98
544,Kevin Garnett,82,18.5,9.6,4.2,2.5,1997-98
545,Kevin Edwards,39,3.8,1.4,1,-2.7,1997-98
546,Kenny Anderson,61,12.2,2.8,5.7,-0.5,1997-98
547,LaPhonso Ellis,76,14.3,7.2,2.8,-13.2,1997-98
548,Ray Allen,82,19.5,4.9,4.3,-0.9,1997-98
549,Aaron Williams,65,4.6,2.3,0.2,5.5,1997-98
550,Reggie Hanson,8,0.8,0.8,0.1,7.3,1997-98
551,Tony Smith,7,2.7,1,1.4,-13.7,1997-98
552,Tony Massenburg,61,6.5,3.8,0.3,-10.5,1997-98
553,Tony Farmer,27,2.5,1.2,0.2,-6.4,1997-98
554,Tony Dumas,7,2,0.7,0.7,11,1997-98
555,Tony Delk,77,10.1,2.2,2.2,-9.3,1997-98
556,Tony Battie,65,8.4,5.4,0.9,-15.6,1997-98
557,Toni Kukoc,74,13.3,4.4,4.2,10.2,1997-98
558,Tom Hammonds,57,6.1,4.8,0.6,-2.3,1997-98
559,Tom Gugliotta,41,20.1,8.7,4.1,3.2,1997-98
560,Tom Chambers,1,6,2,0,-17.8,1997-98
561,Todd Fuller,57,4,3.4,0.2,-4.6,1997-98
562,Todd Day,5,6,1.2,1.4,9.7,1997-98
563,Tim Thomas,77,11,3.7,1.2,-4.9,1997-98
564,Tim Legler,8,1.1,0.5,0.4,-5.6,1997-98
565,Tim Kempton,8,0.5,0.8,0.4,-12.7,1997-98
566,Tim Hardaway,81,18.9,3.7,8.3,8.1,1997-98
567,Tim Duncan,82,21.1,11.9,2.7,8,1997-98
568,Tim Breaux,6,1.7,0.3,0.3,1.2,1997-98
569,Theo Ratliff,82,9.9,6.7,0.7,-0.4,1997-98
570,Terry Porter,82,9.5,2,3.3,3.1,1997-98
571,Terry Mills,50,4.2,3,0.8,2.3,1997-98
572,Terry Dehere,77,6.4,1.4,2.5,-7.2,1997-98
573,Terry Davis,74,4.4,6.5,0.4,-1.2,1997-98
574,Tracy McGrady,64,7,4.2,1.5,-9.5,1997-98
575,Tracy Murray,82,15.1,3.4,1,-0.2,1997-98
576,Travis Best,82,6.5,1.5,3.4,2.2,1997-98
577,Travis Knight,74,6.5,4.9,1.4,-4.9,1997-98
578,Jerry Stackhouse,79,15.8,3.4,3.1,-0.6,1997-98
579,Aaron McKie,81,4.1,2.9,2.2,1.6,1997-98
580,Zydrunas Ilgauskas,82,13.9,8.8,0.9,4.4,1997-98
581,Zan Tabak,57,5.4,3.7,0.8,-11.4,1997-98
582,Yinka Dare,10,1.2,1.7,0.1,-15.9,1997-98
583,Xavier McDaniel,20,1.3,1.6,0.5,-2.1,1997-98
584,Willie Burton,13,2.1,0.7,0.1,-6.8,1997-98
585,William Cunningham,7,1.1,1.4,0.1,27.4,1997-98
586,Will Perdue,79,5,6.8,0.7,7.1,1997-98
587,Wesley Person,82,14.7,4.4,2.3,3.5,1997-98
588,Walter McCarty,82,9.6,4.4,2.2,-4.5,1997-98
589,Terry Cummings,74,6.2,3.8,0.6,1.1,1997-98
590,Walt Williams,59,10.3,3.4,2.1,-7.5,1997-98
591,Vlade Divac,64,10.4,8.1,2.7,5.5,1997-98
592,Vitaly Potapenko,80,7.1,3.9,0.7,0.1,1997-98
593,Vinny Del Negro,54,9.5,2.8,3.4,4,1997-98
594,Vincent Askew,30,2.2,2.3,1.3,0,1997-98
595,Vin Baker,82,19.2,8,1.9,7.7,1997-98
596,Vernon Maxwell,42,6.9,1.4,1.2,2.9,1997-98
597,Tyus Edney,52,5.3,1.1,2.7,0.2,1997-98
598,Tyrone Hill,57,10,10.7,1.5,1.1,1997-98
599,Tyrone Corbin,79,10.2,4.6,2.2,7,1997-98
600,Troy Hudson,8,1.5,0.3,0.5,-6.4,1997-98
601,Travis Williams,39,3.5,2.4,0.5,-5.4,1997-98
602,Voshon Lenard,81,12.6,3.6,2.2,7.4,1997-98
603,Terrell Brandon,50,16.8,3.5,7.7,2.5,1997-98
604,Tariq Abdul-Wahad,59,6.4,2,0.9,-7,1997-98
605,Stojko Vrankovic,65,3,4,0.6,-6.9,1997-98
606,Sam Perkins,81,7.2,3.1,1.4,10.8,1997-98
607,Sam Mitchell,81,12.3,4.8,1.3,1.8,1997-98
608,Sam Mack,57,10.8,2.3,1.8,-10.5,1997-98
609,Sam Cassell,75,19.6,3,8,2.1,1997-98
610,Rusty LaRue,14,3.5,0.6,0.4,9.9,1997-98
611,Roy Rogers,15,1.3,1.1,0.1,-21.7,1997-98
612,Rony Seikaly,56,13.3,7,1.4,-7.5,1997-98
613,Ron Mercer,80,15.3,3.5,2.2,-2.8,1997-98
614,Ron Harper,82,9.3,3.5,2.9,10.5,1997-98
615,Rodrick Rhodes,58,5.8,1.2,1.9,-4.2,1997-98
616,Rodney Rogers,76,15.1,5.6,2.7,-10,1997-98
617,Samaki Walker,41,8.9,7.4,0.6,-11.2,1997-98
618,Rod Strickland,76,17.8,5.3,10.5,1.3,1997-98
619,Robert Horry,72,7.4,7.5,2.3,11.6,1997-98
620,Rik Smits,73,16.7,6.9,1.4,10.7,1997-98
621,Ricky Pierce,39,3.9,1.2,0.9,-12.5,1997-98
622,Rick Mahorn,59,2.4,3.3,0.3,5.5,1997-98
623,Rick Fox,82,12,4.4,3.4,7.8,1997-98
624,Rick Brunson,38,4.3,1.5,2.6,-1.4,1997-98
625,Rex Walters,38,2.1,0.6,0.9,-9.9,1997-98
626,Rex Chapman,68,15.9,2.5,3,3.2,1997-98
627,Reggie Slater,78,8,3.9,0.9,-7.2,1997-98
628,Reggie Miller,81,19.5,2.9,2.1,10.5,1997-98
629,Reggie Jordan,57,2.6,1.7,0.9,6.8,1997-98
630,Robert Pack,12,7.8,2.8,3.5,-19.7,1997-98
631,Reggie Geary,62,2.5,1.1,1.2,7.5,1997-98
632,Scot Pollard,33,2.7,2.2,0.3,0.8,1997-98
633,Scott Burrell,80,5.2,2.5,0.8,7.2,1997-98
634,Steven Smith,73,20.1,4.2,4,4.4,1997-98
635,Steve Nash,76,9.1,2.1,3.4,8.1,1997-98
636,Steve Kerr,50,7.5,1.5,1.9,5.5,1997-98
637,Steve Henson,23,1.6,0.1,0.2,10.2,1997-98
638,Stephon Marbury,82,17.7,2.8,8.6,0.9,1997-98
639,Stephen Howard,13,1.9,0.9,0.2,-16.2,1997-98
640,Stanley Roberts,74,6.2,4.9,0.4,-0.3,1997-98
641,Stacey Augmon,71,5.7,3.3,1.2,0.2,1997-98
642,Spud Webb,4,3,0.8,1.3,-24.6,1997-98
643,Sherman Douglas,80,8,1.7,4,1.6,1997-98
644,Shea Seals,4,1,1,0,-13.1,1997-98
645,Scott Brooks,43,1.8,0.7,1.1,-5,1997-98
646,Shawnelle Scott,41,1.1,1.4,0.2,6.2,1997-98
647,Shawn Kemp,80,18,9.3,2.5,5.3,1997-98
648,Shawn Bradley,64,11.4,8.1,0.9,-2.8,1997-98
649,Sharone Wright,7,2.3,1.3,0.6,1.2,1997-98
650,Shareef Abdur-Rahim,82,22.3,7.1,2.6,-8.4,1997-98
651,Shaquille O'Neal,60,28.3,11.4,2.4,15.6,1997-98
652,Shandon Anderson,82,8.3,2.8,1.1,3.7,1997-98
653,Sean Rooks,41,3.4,2.9,0.6,1.6,1997-98
654,Sean Higgins,2,0,0,0,-49.8,1997-98
655,Sean Elliott,36,9.3,3.4,1.7,3.4,1997-98
656,Scottie Pippen,44,19.2,5.2,5.8,8.9,1997-98
657,Scott Williams,58,4.1,3.6,0.5,-3,1997-98
658,Shawn Respert,57,5.9,1.8,1.1,-11.9,1997-98
659,Jerome Williams,77,5.3,4.9,0.6,6.6,1997-98
660,Jerome Kersey,37,6.3,3.6,1.2,8.7,1997-98
661,Jermaine O'Neal,60,4.5,3.4,0.3,-0.1,1997-98
662,Dan Majerle,72,7.2,3.7,2.2,8.3,1997-98
663,Damon Stoudamire,71,17.2,4.2,8.2,-4.6,1997-98
664,Dale Ellis,79,11.8,2.3,1.1,8.4,1997-98
665,Dale Davis,78,8,7.8,0.9,10.1,1997-98
666,Cory Alexander,60,8.1,2.4,3.5,-6.3,1997-98
667,Corliss Williamson,79,17.7,5.6,2.9,-4.6,1997-98
668,Corie Blount,70,3.6,4.3,0.5,5.1,1997-98
669,Corey Beck,59,3.2,1.5,1.7,2.4,1997-98
670,Clyde Drexler,70,18.4,4.9,5.5,1.1,1997-98
671,Clifford Rozier,6,1,1,0,-21.5,1997-98
672,Clifford Robinson,80,14.2,5.1,2.1,5.2,1997-98
673,Clar. Weatherspoon,79,9.3,7.5,1.1,-4,1997-98
674,Chucky Brown,77,5,2.4,0.7,2.8,1997-98
675,Chuck Person,61,6.7,3.3,1.4,5.6,1997-98
676,Christian Laettner,74,13.8,6.6,2.6,4,1997-98
677,Chris Whitney,82,5.1,1.4,2.4,0.9,1997-98
678,Chris Webber,71,21.9,9.5,3.8,0.9,1997-98
679,Charlie Ward,82,7.8,3.3,5.7,6.7,1997-98
680,Chauncey Billups,80,11.2,2.4,3.9,-10.6,1997-98
681,Cherokee Parks,79,7.1,5.5,0.7,-0.5,1997-98
682,Chris Anstey,41,5.9,3.8,0.9,-9.8,1997-98
683,Chris Carr,51,9.9,3,1.7,-0.7,1997-98
684,Chris Childs,68,6.3,2.4,3.9,-0.1,1997-98
685,Dan Schayes,74,5.5,3.3,0.6,-0.6,1997-98
686,Chris Crawford,40,3.8,1,0.2,-7.1,1997-98
687,Chris Garner,38,1.4,0.6,1.2,-15.1,1997-98
688,Chris Gatling,57,11.5,5.9,0.9,-0.7,1997-98
689,Chris Mills,80,9.7,5.1,1.7,5.3,1997-98
690,Chris Morris,54,4.3,2.1,0.4,0.8,1997-98
691,Chris Mullin,82,11.3,3,2.3,10.6,1997-98
692,Chris Robinson,35,4.6,1.3,1.1,-8.9,1997-98
693,Chris Dudley,51,3.1,5.4,0.4,8.2,1997-98
694,Dana Barros,80,9.8,1.9,3.6,-2.2,1997-98
695,Danny Ferry,69,4.2,1.7,0.9,-0.5,1997-98
696,Danny Fortson,80,10.2,5.6,1,-13.2,1997-98
697,Derek Harper,66,8.6,1.6,3.5,-0.4,1997-98
698,Derek Strong,58,12.7,7.4,0.9,1,1997-98
699,Derrick Coleman,59,17.6,9.9,2.5,-2.8,1997-98
700,Derrick McKey,57,6.3,3.7,1.5,2.2,1997-98
701,Detlef Schrempf,78,15.7,7.1,4.4,10.7,1997-98
702,Dickey Simpkins,40,3.3,1.9,0.8,4.8,1997-98
703,Derek Grimm,9,1.6,0.4,0,-18.2,1997-98
704,Dikembe Mutombo,82,13.4,11.4,1,8,1997-98
705,Don Reid,68,3.5,2.6,0.4,0.9,1997-98
706,Donald Royal,31,2.5,1.3,0.5,7.7,1997-98
707,Donald Whiteside,3,0.7,0.3,0.3,-52.7,1997-98
708,Dontae' Jones,15,2.9,0.6,0.3,-7.1,1997-98
709,Dontonio Wingfield,3,0.3,1.3,0,-35.3,1997-98
710,Donyell Marshall,73,15.4,8.6,2.2,-9.5,1997-98
711,Don MacLean,9,0.3,0.6,0,-18,1997-98
712,Charles Smith,34,3.5,0.8,0.6,-7.5,1997-98
713,Derek Fisher,82,5.8,2.4,4.1,9.1,1997-98
714,Dennis Scott,81,11,3,1.9,-4.7,1997-98
715,Danny Manning,70,13.5,5.6,2,8,1997-98
716,Darrell Armstrong,48,9.2,3.3,4.9,-2.7,1997-98
717,Darrick Martin,82,10.3,2,4,-5.8,1997-98
718,Darvin Ham,71,2,1.8,0.2,7.1,1997-98
719,David Benoit,77,5.5,2.6,0.3,-0.6,1997-98
720,David Robinson,73,21.6,10.6,2.7,7.7,1997-98
721,Derek Anderson,66,11.7,2.8,3.4,3.9,1997-98
722,David Vaughn,40,4.1,3.8,0.5,-11.4,1997-98
723,David Wingate,58,2.6,1.4,0.6,-0.7,1997-98
724,DeJuan Wheat,34,1.7,0.3,0.7,-1.6,1997-98
725,Dean Garrett,82,7.3,7.9,1.1,-15.4,1997-98
726,Dee Brown,72,9.1,2.1,2.1,-7,1997-98
727,Dell Curry,52,9.4,1.9,1.3,-1.1,1997-98
728,Dennis Rodman,80,4.7,15,2.9,6.7,1997-98
729,David Wesley,81,13,2.6,6.5,2.3,1997-98
730,Doug Christie,78,16.5,5.2,3.6,-7.6,1997-98
731,Charles Oakley,79,9,9.2,2.5,2.7,1997-98
732,Charles Jones,24,0.6,1,0.2,-6.2,1997-98
733,Ben Wallace,67,3.1,4.8,0.3,8.7,1997-98
734,Ben Davis,7,0.6,0.9,0,-29.9,1997-98
735,B.J. Armstrong,66,4,1.2,2.3,-1.8,1997-98
736,Avery Johnson,75,10.2,2,7.9,5.6,1997-98
737,Austin Croshere,26,2.9,1.7,0.3,-3.1,1997-98
738,Arvydas Sabonis,73,16,10,3,4.6,1997-98
739,Armen Gilliam,82,11.2,5.4,1.3,-3.2,1997-98
740,Antonio McDyess,81,15.1,7.6,1.3,4.1,1997-98
741,Antonio Lang,6,2,0.8,0.2,-12.6,1997-98
742,Antonio Davis,82,9.6,6.8,0.7,5.8,1997-98
743,Antonio Daniels,74,7.8,1.9,4.5,-12.8,1997-98
744,Antoine Walker,82,22.4,10.2,3.3,-4.9,1997-98
745,Antoine Carr,66,5.7,2,0.7,4.5,1997-98
746,Anthony Peeler,38,12.3,3.2,3.6,1,1997-98
747,Anthony Parker,37,1.9,0.7,0.5,-5,1997-98
748,Anthony Miller,37,2.1,1.9,0.1,-2.8,1997-98
749,Anthony Mason,81,12.8,10.2,4.2,2.5,1997-98
750,Adonal Foyle,55,3,3.3,0.3,-11.8,1997-98
751,Adrian Caldwell,1,0,0,0,18.5,1997-98
752,Alan Henderson,69,14.3,6.4,1.1,3.4,1997-98
753,Allan Houston,82,18.4,3.3,2.6,2.8,1997-98
754,Allen Iverson,80,22,3.7,6.2,-2.8,1997-98
755,Alonzo Mourning,58,19.3,9.6,0.9,12,1997-98
756,Benoit Benjamin,14,4.5,3.8,0.2,2.5,1997-98
757,Alton Lister,7,0.9,1.6,0.1,-8.6,1997-98
758,Andrew DeClercq,81,5.4,4.8,0.7,-3.4,1997-98
759,Andrew Lang,57,2.7,2.7,0.3,-12,1997-98
760,Anfernee Hardaway,19,16.4,4,3.6,-5.3,1997-98
761,Anthony Bowie,27,2.8,1,0.4,-2.2,1997-98
762,Anthony Goldwire,82,9.2,1.8,3.4,-13,1997-98
763,Anthony Johnson,77,7.5,2.2,4.3,-7.7,1997-98
764,Alvin Williams,54,6,1.5,1.9,1.1,1997-98
765,Bill Curley,11,3.1,2.5,0.4,6.6,1997-98
766,Bill Wennington,48,3.5,1.7,0.4,3.7,1997-98
767,Billy Owens,78,10.5,7.5,2.8,-5.2,1997-98
768,Brooks Thompson,30,2,0.5,0.9,-8.3,1997-98
769,Bruce Bowen,61,5.6,2.9,1.3,0.4,1997-98
770,Bryant Reeves,74,16.3,7.9,2.1,-8,1997-98
771,Bryant Stith,31,7.6,2.1,1.6,-14.5,1997-98
772,Bryon Russell,82,9,4,1.2,5.6,1997-98
773,Bubba Wells,39,3.3,1.7,0.9,-14,1997-98
774,Brian Shaw,59,6.3,3.6,4.4,-8.2,1997-98
775,Buck Williams,41,4.9,4.5,0.5,2.7,1997-98
776,Carl Herrera,58,2.9,1.6,0.4,-5.3,1997-98
777,Carl Thomas,43,3.4,1.1,0.4,-5.1,1997-98
778,Carlos Rogers,21,5.3,3.2,0.9,-12,1997-98
779,Cedric Ceballos,47,11.4,4.7,1.3,0.6,1997-98
780,Cedric Henderson,82,10.1,4,2,3.1,1997-98
781,Charles Barkley,68,15.2,11.7,3.2,2.4,1997-98
782,Calbert Cheaney,82,12.8,4,2.1,0.2,1997-98
783,Charles O'Bannon,30,2.1,1.1,0.6,4,1997-98
784,Brian Oliver,5,3,1.8,0.4,-1.8,1997-98
785,Brian Evans,72,4.5,1.9,0.8,-4,1997-98
786,Bimbo Coles,53,8,2.3,4.7,-12.2,1997-98
787,Bison Dele,78,16.2,8.9,1.2,0.4,1997-98
788,Blue Edwards,81,10.8,2.7,2.5,-5,1997-98
789,Bo Outlaw,82,9.5,7.8,2.6,-0.4,1997-98
790,Bob McCann,1,0,1,0,-27.5,1997-98
791,Bob Sura,46,5.8,2,3.7,-0.3,1997-98
792,Brian Grant,61,12.1,9.1,1.4,2.7,1997-98
793,Bobby Hurley,61,4.1,1.1,2.9,-8,1997-98
794,Bobby Phills,62,10.4,3.5,3,3.6,1997-98
795,Brad Lohaus,9,2.1,1.3,0.6,-17,1997-98
796,Brandon Williams,9,4.1,1.7,0.3,-2.4,1997-98
797,Brent Barry,58,10.9,2.9,2.6,-6.5,1997-98
798,Brent Price,72,5.6,1.5,2.7,-0.2,1997-98
799,Brevin Knight,80,9,3.2,8.2,6.4,1997-98
800,Bobby Jackson,68,11.6,4.4,4.7,-12.5,1997-98
801,A.C. Green,82,7.3,8.1,1.5,-7.2,1997-98
802,Adam Keefe,80,7.8,5.5,1.1,9.7,1997-98
803,Eric Snow,64,3.3,1.3,2.8,-0.3,1997-98
804,Erick Strickland,67,7.6,2.4,2.5,-7.4,1997-98
805,Ervin Johnson,81,8,8.5,0.7,-1.3,1997-98
806,Etdrick Bohannon,5,0,1.2,0.2,-20.6,1997-98
807,Felton Spencer,68,2.4,3.3,0.3,-11.3,1997-98
808,Fred Hoiberg,65,4,1.9,0.7,1.5,1997-98
809,Gary Grant,22,4.8,2.2,3.8,0,1997-98
810,Gary Payton,82,19.2,4.6,8.3,10.4,1997-98
811,Gary Trent,54,11.7,6.3,1.3,-5.6,1997-98
812,George McCloud,63,7.2,3.5,1.3,3.5,1997-98
813,George Zidek,12,2.4,1.4,0.2,-12.3,1997-98
814,Gerald Madkins,19,1.9,0.8,2.4,-2.8,1997-98
815,Gerald Wilkins,72,5.3,1.3,1.1,-7.6,1997-98
816,Glen Rice,82,22.3,4.3,2.2,2,1997-98
817,Glenn Robinson,56,23.4,5.5,2.8,0.9,1997-98
818,God Shammgod,20,3.1,0.4,1.8,-5.9,1997-98
819,Erick Dampier,82,11.8,8.7,1.1,-10.1,1997-98
820,Eric Williams,4,19.8,5.3,3,-7.6,1997-98
821,Eric Washington,66,7.7,1.9,1.2,-18.1,1997-98
822,Eric Riley,39,3.6,3.4,0.6,-6.3,1997-98
823,Doug Overton,23,2.7,0.6,1.6,-8.7,1997-98
824,Doug West,38,4.1,2.2,1.2,-2.3,1997-98
825,Drew Barry,27,2.1,1.3,1.8,16,1997-98
826,Duane Causwell,37,2.4,2.7,0.1,-6.1,1997-98
827,Duane Ferrell,50,1.9,0.9,0.5,-17.8,1997-98
828,Ed Gray,30,7.6,1.5,1.1,-8.3,1997-98
829,Ed Stokes,4,0.8,1,0.3,-47.4,1997-98
830,Grant Hill,81,21.1,7.7,6.8,3.2,1997-98
831,Eddie Johnson,75,8.4,2,1.2,-3.9,1997-98
832,Elden Campbell,81,10.1,5.6,1,1.7,1997-98
833,Eldridge Recasner,59,9.3,2.4,2,-1.9,1997-98
834,Elliot Perry,81,7.3,1.3,2.8,-6.4,1997-98
835,Emanual Davis,45,4.1,1,1.3,-2,1997-98
836,Eric Montross,48,2.9,4.1,0.2,-12.3,1997-98
837,Eric Murdock,82,6.2,1.9,2.7,2,1997-98
838,Eric Piatkowski,67,11.3,3.5,1.3,-8.3,1997-98
839,Eddie Jones,80,16.8,3.8,3.1,10.3,1997-98
840,Grant Long,40,3.5,3.8,0.6,1.4,1997-98
841,George Lynch,82,7.5,4.4,1.5,-3.3,1997-98
842,Greg Anthony,80,5.2,1.4,2.6,0.4,1997-98
843,Jacque Vaughn,45,3.1,0.8,1.9,2.9,1997-98
844,Jalen Rose,82,9.4,2.4,1.9,1.9,1997-98
845,Jamal Mashburn,48,15.1,4.9,2.8,4.4,1997-98
846,James Collins,23,2.6,0.6,0.1,-13,1997-98
847,James Cotton,9,2.7,0.7,0,-36.2,1997-98
848,James Robinson,70,7.7,1.6,1.9,-11.6,1997-98
