,player_name,gp,pts,reb,ast,net_rating,season
11482,Cassius Stanley,24,1.5,0.8,0,9.4,2020-21
11483,Carsen Edwards,31,4,0.8,0.5,-4.1,2020-21
11484,Carmelo Anthony,69,13.4,3.1,1.5,-0.6,2020-21
11485,Caris LeVert,47,20.2,4.6,5.2,-0.2,2020-21
11486,Cameron Reynolds,5,3,1,0.4,-28.3,2020-21
11487,Cameron Payne,60,8.4,2.4,3.6,7.8,2020-21
11488,Cameron Oliver,4,10.8,5.3,1.3,-5.2,2020-21
11489,Cameron Johnson,60,9.6,3.3,1.4,5.7,2020-21
11490,Cam Reddish,26,11.2,4,1.3,-4,2020-21
11491,Caleb Martin,53,5,2.7,1.3,-4.9,2020-21
11492,CJ McCollum,47,23.1,3.9,4.7,6.2,2020-21
11493,Cody Martin,52,4,3.1,1.7,1,2020-21
11494,CJ Elleby,30,2.3,1.1,0.3,-5.3,2020-21
11495,Cody Zeller,48,9.4,6.8,1.8,2,2020-21
11496,Collin Sexton,60,24.3,3.1,4.4,-9.2,2020-21
11497,De'Aaron Fox,58,25.2,3.5,7.2,-4.5,2020-21
11498,Davis Bertans,57,11.5,2.9,0.9,2.1,2020-21
11499,David Nwaba,30,9.2,3.9,1,-1.3,2020-21
11500,Darius Miller,18,4.1,1.3,1.2,7.2,2020-21
11501,Darius Garland,54,17.4,2.4,6.1,-6.6,2020-21
11502,Darius Bazley,55,13.7,7.2,1.8,-13.1,2020-21
11503,Dario Saric,50,8.7,3.8,1.3,11.5,2020-21
11504,Danuel House Jr.,36,8.8,3.7,1.9,-11.2,2020-21
11505,Dante Exum,6,3.8,2.8,2.2,3.6,2020-21
11506,Danny Green,69,9.5,3.8,1.7,7.1,2020-21
11507,Danilo Gallinari,51,13.3,4.1,1.5,2.7,2020-21
11508,Daniel Theis,65,9.6,5.5,1.7,-1.3,2020-21
11509,Daniel Oturu,30,1.8,1.6,0.3,1.8,2020-21
11510,Daniel Gafford,54,7,4.3,0.5,4.1,2020-21
11511,Damyean Dotson,46,6.7,2,2,-12.5,2020-21
11512,Damion Lee,57,6.5,3.2,1.3,1.6,2020-21
11513,Damian Lillard,67,28.8,4.2,7.5,4,2020-21
11514,Damian Jones,39,4.7,3.1,0.7,-5.1,2020-21
11515,Dakota Mathias,8,6,0.9,1.6,-10.6,2020-21
11516,DaQuan Jeffries,31,4.1,2.3,0.7,-4.5,2020-21
11517,D.J. Wilson,35,5.2,3.2,0.7,-11.3,2020-21
11518,D.J. Augustin,57,7.7,1.6,3.3,-1.8,2020-21
11519,D'Angelo Russell,42,19,2.6,5.8,-7,2020-21
11520,Cristiano Felicio,18,1.3,1.4,0.5,7.1,2020-21
11521,Cory Joseph,63,8.2,2.5,3.4,-5.5,2020-21
11522,Cole Anthony,47,12.9,4.7,4.1,-12.8,2020-21
11523,Buddy Hield,71,16.6,4.7,3.6,-1.8,2020-21
11524,Bryn Forbes,70,10,1.6,0.6,2.7,2020-21
11525,Bruno Fernando,33,1.5,2.4,0.3,-6,2020-21
11526,Anthony Edwards,72,19.3,4.7,2.9,-5,2020-21
11527,Anthony Davis,36,21.8,7.9,3.1,5.2,2020-21
11528,Anfernee Simons,64,7.8,2.2,1.4,0.8,2020-21
11529,Andrew Wiggins,71,18.6,4.9,2.4,-0.2,2020-21
11530,Andre Roberson,5,1.2,3,0.8,-18.4,2020-21
11531,Andre Iguodala,63,4.4,3.5,2.3,-2.5,2020-21
11532,Andre Drummond,46,14.9,12,2,-3.9,2020-21
11533,Anderson Varejao,5,2.6,4,0.6,-37.6,2020-21
11534,Amir Coffey,44,3.2,1,0.5,-1.2,2020-21
11535,Amida Brimah,5,2.6,1.6,0.2,32.8,2020-21
11536,Alize Johnson,18,5.2,5,0.8,-4.5,2020-21
11537,Alfonzo McKinnie,39,3.1,1.4,0.2,0.7,2020-21
11538,Alex Len,64,6.6,4.1,0.8,-4,2020-21
11539,Alex Caruso,58,6.4,2.9,2.8,5.5,2020-21
11540,Alen Smailagic,15,1.9,1.1,0.3,-17.6,2020-21
11541,Aleksej Pokusevski,45,8.2,4.7,2.2,-16.7,2020-21
11542,Alec Burks,49,12.7,4.6,2.2,5,2020-21
11543,Al-Farouq Aminu,23,4.4,4.8,1.3,-6.2,2020-21
11544,Al Horford,28,14.2,6.7,3.4,-6.9,2020-21
11545,Adam Mokoka,14,1.1,0.4,0.4,-7.1,2020-21
11546,Abdel Nader,24,6.7,2.6,0.8,5,2020-21
11547,Aaron Nesmith,46,4.7,2.8,0.5,-0.5,2020-21
11548,Aaron Holiday,66,7.2,1.3,1.9,-0.2,2020-21
11549,Aaron Gordon,50,12.4,5.7,3.2,2.1,2020-21
11550,James Harden,44,24.6,7.9,10.8,2.9,2020-21
11551,Anthony Gill,26,3.1,2,0.4,-1.6,2020-21
11552,Anthony Lamb,24,5.5,2.9,1,-9.2,2020-21
11553,Anthony Tolliver,11,1.5,0.9,0.2,16.6,2020-21
11554,Anzejs Pasecniks,1,0,1,1,-104.4,2020-21
11555,Bruno Caboclo,6,2.8,2.3,0.2,2.3,2020-21
11556,Bruce Brown,65,8.8,5.4,1.6,3.5,2020-21
11557,Brook Lopez,70,12.3,5,0.7,6.8,2020-21
11558,Brodric Thomas,32,3.9,1.7,0.9,-4.5,2020-21
11559,Brian Bowen II,6,0.5,0.5,0,9.4,2020-21
11560,Brandon Ingram,61,23.8,4.9,4.9,1,2020-21
11561,Brandon Goodwin,47,4.9,1.5,2,-4.4,2020-21
11562,Brandon Clarke,59,10.3,5.6,1.6,0.2,2020-21
11563,Bradley Beal,60,31.3,4.7,4.4,-0.4,2020-21
11564,Brad Wanamaker,61,5.5,1.7,2.9,-5.7,2020-21
11565,Bol Bol,32,2.2,0.8,0.2,-24.9,2020-21
11566,Bojan Bogdanovic,72,17,3.9,1.9,9.5,2020-21
11567,De'Andre Hunter,23,15,4.8,1.9,5.5,2020-21
11568,Bogdan Bogdanovic,44,16.4,3.6,3.3,3.9,2020-21
11569,Boban Marjanovic,33,4.7,3.9,0.3,5.9,2020-21
11570,Blake Griffin,46,11,4.9,3,2.1,2020-21
11571,Bismack Biyombo,66,5,5.3,1.2,-8.9,2020-21
11572,Ben Simmons,58,14.3,7.2,6.9,8,2020-21
11573,Ben McLemore,53,7.7,1.9,0.7,-4.2,2020-21
11574,Bam Adebayo,64,18.7,9,5.4,0.6,2020-21
11575,Axel Toupane,8,1.8,0.8,0.5,-2.2,2020-21
11576,Avery Bradley,27,6.4,2.1,1.7,-10.2,2020-21
11577,Austin Rivers,36,7.9,2.3,2.3,0,2020-21
11578,Ashton Hagans,2,0,0,0,-21.8,2020-21
11579,Aron Baynes,53,6.1,5.2,0.9,-4.4,2020-21
11580,Armoni Brooks,20,11.2,3.4,1.5,-11.7,2020-21
11581,Bobby Portis,66,11.4,7.1,1.1,5.1,2020-21
11582,De'Anthony Melton,52,9.1,3.1,2.5,6,2020-21
11583,James Johnson,51,7.2,3.5,1.9,-5,2020-21
11584,DeAndre' Bembry,51,5.7,2.9,2.1,0.4,2020-21
11585,Ignas Brazdeikis,13,7,3.5,1.3,-4.3,2020-21
11586,Henry Ellenson,2,7.5,6,2.5,10.6,2020-21
11587,Hassan Whiteside,36,8.1,6,0.6,-8.1,2020-21
11588,Harry Giles III,38,2.8,3.5,0.8,-10.4,2020-21
11589,Harrison Barnes,58,16.1,6.6,3.5,-1.8,2020-21
11590,Hamidou Diallo,52,11.6,5.2,1.9,-8.6,2020-21
11591,Greg Whittington,4,0,0,0,33.3,2020-21
11592,Grayson Allen,50,10.6,3.2,2.2,0.5,2020-21
11593,Grant Williams,63,4.7,2.8,1,-1.9,2020-21
11594,Grant Riller,7,2.6,0.1,0.4,-5.4,2020-21
11595,Gorgui Dieng,38,6.8,3.7,1.3,-6.7,2020-21
11596,Gordon Hayward,44,19.6,5.9,4.1,0.7,2020-21
11597,Goran Dragic,50,13.4,3.4,4.4,1.5,2020-21
11598,Goga Bitadze,45,5.1,3.3,0.8,-0.8,2020-21
11599,Glenn Robinson III,23,5.3,2,0.9,-17.3,2020-21
11600,Giannis Antetokounmpo,61,28.1,11,5.9,9.8,2020-21
11601,Georges Niang,72,6.9,2.4,0.8,14.6,2020-21
11602,George Hill,30,8.7,2,2.4,-0.4,2020-21
11603,Gary Trent Jr.,58,15.3,2.6,1.4,-1.8,2020-21
11604,Gary Payton II,10,2.5,1.1,0.1,2.2,2020-21
11605,Gary Harris,39,9.9,2,2,-4.2,2020-21
11606,Gary Clark,39,3.1,2.9,0.8,-7.7,2020-21
11607,Garrison Mathews,64,5.5,1.4,0.4,-5.6,2020-21
11608,Garrett Temple,56,7.6,2.9,2.2,1.5,2020-21
11609,Gabriel Deck,10,8.4,4,2.4,-12.7,2020-21
11610,Iman Shumpert,2,1,0.5,0,-4.3,2020-21
11611,Immanuel Quickley,64,11.4,2.1,2,7.1,2020-21
11612,Isaac Bonga,40,2,1.7,0.6,-3.3,2020-21
11613,Isaac Okoro,67,9.6,3.1,1.9,-8.7,2020-21
11614,DeAndre Jordan,57,7.5,7.5,1.6,-1.9,2020-21
11615,Jamal Murray,48,21.2,4,4.8,8,2020-21
11616,Jalen Smith,27,2,1.4,0.1,-4.4,2020-21
11617,Jalen McDaniels,47,7.4,3.6,1.1,-9.4,2020-21
11618,Jalen Lecque,4,1.3,1.3,0.5,-14.8,2020-21
11619,Jalen Harris,13,7.4,1.4,1.3,0.3,2020-21
11620,Jalen Brunson,68,12.6,3.4,3.5,4.9,2020-21
11621,Jakob Poeltl,69,8.6,7.9,1.9,3.2,2020-21
11622,Jake Layman,45,5.1,1.5,0.6,-5.8,2020-21
11623,Jahmi'us Ramsey,13,3.1,0.8,0.5,2.4,2020-21
11624,Jahlil Okafor,27,5.4,2.4,0.5,-10.2,2020-21
11625,Jae'Sean Tate,70,11.3,5.3,2.5,-3.8,2020-21
11626,Gabe Vincent,50,4.8,1.1,1.3,-5.9,2020-21
11627,Jae Crowder,60,10.1,4.7,2.1,6.3,2020-21
11628,Jabari Parker,13,5.5,3.2,0.8,-5.5,2020-21
11629,JaVale McGee,46,7.3,5.2,0.8,-6.1,2020-21
11630,JaMychal Green,58,8.1,4.8,0.9,4.1,2020-21
11631,JaKarr Sampson,29,4.6,2.7,0.1,1.1,2020-21
11632,Ja Morant,63,19.1,4,7.4,2.6,2020-21
11633,JJ Redick,44,7.4,1.5,1.2,-1.3,2020-21
11634,Ivica Zubac,72,9,7.2,1.3,5,2020-21
11635,Ish Smith,44,6.7,3.4,3.9,2.3,2020-21
11636,Isaiah Stewart,68,7.9,6.7,0.9,-2,2020-21
11637,Isaiah Roby,61,8.7,5.6,1.8,-14.1,2020-21
11638,Isaiah Joe,41,3.7,0.9,0.5,1.8,2020-21
11639,Isaiah Hartenstein,46,5.1,3.9,1.2,2.1,2020-21
11640,Jaden McDaniels,63,6.8,3.7,1.1,-3.4,2020-21
11641,Furkan Korkmaz,55,9.1,2.1,1.5,6,2020-21
11642,Isaiah Thomas,3,7.7,1.3,1.7,6.7,2020-21
11643,Fred VanVleet,52,19.6,4.2,6.3,3.3,2020-21
11644,Dillon Brooks,67,17.2,2.9,2.3,4.5,2020-21
11645,Didi Louzada,3,2.7,1,1,-7.3,2020-21
11646,Dewayne Dedmon,16,7.1,5.4,0.8,17.1,2020-21
11647,Devonte' Graham,55,14.8,2.7,5.4,2.1,2020-21
11648,Devontae Cacok,20,2,1.6,0.1,18.1,2020-21
11649,Devon Dotson,11,2.1,0.5,0.6,21.7,2020-21
11650,Devin Vassell,62,5.5,2.8,0.9,-2.4,2020-21
11651,Devin Cannady,8,4.3,0.6,0.1,-13.7,2020-21
11652,Devin Booker,67,25.6,4.2,4.3,7.2,2020-21
11653,Desmond Bane,68,9.2,3.1,1.7,0.4,2020-21
11654,Derrick White,36,15.4,3,3.5,5.1,2020-21
11655,Derrick Rose,50,14.7,2.6,4.2,4.9,2020-21
11656,Derrick Jones Jr.,58,6.8,3.5,0.8,-0.8,2020-21
11657,DeMarcus Cousins,41,8.9,6.4,1.9,-3.2,2020-21
11658,Denzel Valentine,62,6.5,3.2,1.7,1,2020-21
11659,Dennis Smith Jr.,23,6.7,2.4,3.3,-2.2,2020-21
11660,Dennis Schroder,61,15.4,3.5,5.8,2.2,2020-21
11661,Deni Avdija,54,6.3,4.9,1.2,-2.1,2020-21
11662,Delon Wright,63,10.2,4.3,4.4,-3.5,2020-21
11663,Dejounte Murray,67,15.7,7.1,5.4,2.3,2020-21
11664,Deividas Sirvydis,20,2.1,1.5,0.3,-9.7,2020-21
11665,Deandre Ayton,69,14.4,10.5,1.4,6.3,2020-21
11666,Dean Wade,63,6,3.4,1.2,-9,2020-21
11667,Freddie Gillespie,20,5.6,4.9,0.5,-9.6,2020-21
11668,DeMar DeRozan,61,21.6,4.2,6.9,-2.5,2020-21
11669,Domantas Sabonis,62,20.3,12,6.7,-1.9,2020-21
11670,Donovan Mitchell,53,26.4,4.4,5.2,7.9,2020-21
11671,Derrick Favors,68,5.4,5.5,0.6,2.6,2020-21
11672,Donte DiVincenzo,66,10.4,5.8,3.1,8.1,2020-21
11673,Frank Mason,4,6.3,3,3,-11.1,2020-21
11674,Donta Hall,13,5.6,4.8,0.8,-6.5,2020-21
11675,Frank Kaminsky,47,6.6,4,1.7,4.6,2020-21
11676,Frank Jackson,40,9.8,2.2,0.9,-1,2020-21
11677,Facundo Campazzo,65,6.1,2.1,3.6,2.8,2020-21
11678,Evan Fournier,42,17.1,3,3.4,-1.4,2020-21
11679,Eric Paschall,40,9.5,3.2,1.3,-6.8,2020-21
11680,Eric Gordon,27,17.8,2.1,2.6,-3.3,2020-21
11681,Eric Bledsoe,71,12.2,3.4,3.8,-1.8,2020-21
11682,Enes Kanter,72,11.2,11,1.2,4.9,2020-21
11683,Elijah Hughes,18,1.7,0.5,0.3,-28.8,2020-21
11684,Elijah Bryant,1,16,6,3,14,2020-21
11685,Elfrid Payton,63,10.1,3.4,3.2,-3,2020-21
11686,Ersan Ilyasova,17,3.8,1.7,0.2,6.7,2020-21
11687,Ed Davis,23,2.1,5,0.9,-7.6,2020-21
11688,Dorian Finney-Smith,60,9.8,5.4,1.7,5.1,2020-21
11689,Doug McDermott,66,13.6,3.3,1.3,-1.8,2020-21
11690,Edmond Sumner,53,7.5,1.8,0.9,-0.4,2020-21
11691,Draymond Green,63,7,7.1,8.9,5.4,2020-21
11692,Drew Eubanks,54,5.8,4.5,0.8,-4.6,2020-21
11693,Duncan Robinson,72,13.1,3.5,1.8,2.3,2020-21
11694,Frank Ntilikina,33,2.7,0.9,0.6,-3.6,2020-21
11695,Dwayne Bacon,72,10.9,3.1,1.3,-11.4,2020-21
11696,Dwight Howard,69,7,8.4,0.9,-2.4,2020-21
11697,Dwight Powell,58,5.9,4,1.1,4,2020-21
11698,Dylan Windler,31,5.2,3.5,1.1,-6.5,2020-21
11699,E'Twaun Moore,27,4.9,1.7,1.5,0.5,2020-21
11700,Freddie Gillespie,9,2.3,4,0.6,-13.6,2021-22
11701,Georges Niang,76,9.2,2.7,1.3,1.9,2021-22
11702,George King,4,0.3,1.3,0,-62.2,2021-22
11703,George Hill,54,6.2,2.9,2.2,11.7,2021-22
11704,Gary Trent Jr.,70,18.3,2.7,2,3.3,2021-22
11705,Gary Payton II,71,7.1,3.5,0.9,8.3,2021-22
11706,Gary Harris,61,11.1,2,1.8,-5.9,2021-22
11707,Garrison Mathews,65,10,2.9,1,-5.9,2021-22
11708,Georgios Kalaitzakis,13,6.6,1.6,0.9,-29.3,2021-22
11709,Garrett Temple,59,5.2,2.4,1.3,-13.7,2021-22
11710,Gabriel Lundberg,4,3.3,1.8,2.8,18.3,2021-22
11711,Gabe York,2,4,1,2,-14.6,2021-22
11712,Gabe Vincent,68,8.7,1.9,3.1,3.1,2021-22
11713,Furkan Korkmaz,67,7.6,2.6,1.9,0.8,2021-22
11714,Gary Clark,38,2.7,2.4,0.5,-2.1,2021-22
11715,Gabriel Deck,7,2.6,0.9,0.7,-13.6,2021-22
11716,Hassan Whiteside,65,8.2,7.6,0.4,10.1,2021-22
11717,Goga Bitadze,50,7,3.5,1.1,-2.4,2021-22
11718,Immanuel Quickley,78,11.3,3.2,3.5,6.6,2021-22
11719,Ignas Brazdeikis,42,5,1.7,0.9,-15.7,2021-22
11720,Herbert Jones,78,9.5,3.8,2.1,2,2021-22
11721,Haywood Highsmith,19,2.3,1.4,0.3,-8.5,2021-22
11722,Hassani Gravett,8,6.3,2.6,2.5,-1.8,2021-22
11723,Harrison Barnes,77,16.4,5.6,2.4,-6.7,2021-22
11724,Giannis Antetokounmpo,67,29.9,11.6,5.8,8,2021-22
11725,Hamidou Diallo,58,11,4.8,1.3,-7.6,2021-22
11726,Greg Brown III,48,4.7,2.8,0.7,-17.6,2021-22
11727,Grayson Allen,66,11.1,3.4,1.5,5,2021-22
11728,Grant Williams,77,7.8,3.6,1,4.5,2021-22
11729,Gorgui Dieng,44,3.5,2.8,0.8,-9.2,2021-22
11730,Gordon Hayward,49,15.9,4.6,3.6,-0.4,2021-22
11731,Goran Dragic,21,7.5,3.1,4.1,0.4,2021-22
11732,Greg Monroe,14,5.4,4.6,1.6,0.9,2021-22
11733,Fred VanVleet,65,20.3,4.4,6.7,3.7,2021-22
11734,Dorian Finney-Smith,80,11,4.7,1.9,4.4,2021-22
11735,Frank Ntilikina,58,4.1,1.4,1.2,4.3,2021-22
11736,Duncan Robinson,79,10.9,2.6,1.6,2.6,2021-22
11737,Duane Washington Jr.,48,9.9,1.7,1.8,-5.9,2021-22
11738,Drew Eubanks,71,7.7,5.4,1.2,-12.8,2021-22
11739,Draymond Green,46,7.5,7.3,7,7.2,2021-22
11740,Doug McDermott,51,11.3,2.3,1.3,-1.8,2021-22
11741,Donte DiVincenzo,42,9,4,2.8,-3.7,2021-22
11742,Donovan Mitchell,67,25.9,4.2,5.3,5.9,2021-22
11743,Domantas Sabonis,62,18.9,12.1,5.2,-0.6,2021-22
11744,Dillon Brooks,32,18.4,3.2,2.8,11,2021-22
11745,Didi Louzada,9,3.9,1.9,0.6,-29.1,2021-22
11746,Dewayne Dedmon,67,6.3,5.8,0.7,3.5,2021-22
11747,Devonte' Graham,76,11.9,2.3,4.2,0.3,2021-22
11748,Devontae Cacok,15,3.1,2.8,0.4,-1.6,2021-22
11749,Devon Dotson,11,2.6,0.8,1.4,-2.4,2021-22
11750,Isaac Bonga,15,0.8,0.5,0.3,-22.6,2021-22
11751,Dwight Howard,60,6.2,5.9,0.6,-5.7,2021-22
11752,Franz Wagner,79,15.2,4.5,2.9,-4.9,2021-22
11753,Dwight Powell,82,8.7,4.9,1.2,2.5,2021-22
11754,Ed Davis,31,0.9,2.1,0.2,4.6,2021-22
11755,Frank Kaminsky,9,10.6,4.6,1.4,9.6,2021-22
11756,Frank Jackson,53,10.6,1.6,1,-6.8,2021-22
11757,Feron Hunt,2,0,0.5,0.5,-10.1,2021-22
11758,Facundo Campazzo,65,5.1,1.8,3.4,-8.6,2021-22
11759,Evan Mobley,69,15,8.3,2.5,1.7,2021-22
11760,Evan Fournier,80,14.1,2.6,2.1,-2.7,2021-22
11761,Eugene Omoruyi,4,1.8,1.8,0.5,11.9,2021-22
11762,Eric Paschall,58,5.8,1.8,0.6,-2.3,2021-22
11763,Eric Gordon,57,13.4,2,2.7,-5.1,2021-22
11764,Eric Bledsoe,54,9.9,3.4,4.2,-1.2,2021-22
11765,Enes Freedom,35,3.7,4.6,0.2,7.8,2021-22
11766,Emmanuel Mudiay,2,1.5,0,2,-23.7,2021-22
11767,Emanuel Terry,3,0,5,0.7,-50.3,2021-22
11768,Elijah Hughes,36,3.5,1.6,0.6,-23.7,2021-22
11769,Elfrid Payton,50,3,1.8,2,-2,2021-22
11770,Dylan Windler,50,2.2,1.8,0.7,0,2021-22
11771,Isaac Okoro,67,8.8,3,1.8,3.1,2021-22
11772,Jeff Green,75,10.3,3.1,1.3,1.8,2021-22
11773,Isaiah Jackson,36,8.3,4.1,0.3,-2.8,2021-22
11774,Jayson Tatum,76,26.9,8,4.4,12.1,2021-22
11775,Jaysean Paige,1,0,1,1,-69.6,2021-22
11776,Jaylen Nowell,62,8.5,2,2.1,2.8,2021-22
11777,Jaylen Morris,3,0.7,0.7,0.7,22.9,2021-22
11778,Jaylen Hoard,7,14.7,12,2.4,-17.2,2021-22
11779,Jaylen Brown,66,23.6,6.1,3.5,9.8,2021-22
11780,Jay Scrubb,18,2.7,0.9,0.4,6.9,2021-22
11781,Jay Huff,4,0,1,0.3,36.5,2021-22
11782,Jaxson Hayes,70,9.3,4.5,0.6,0.5,2021-22
11783,Javonte Smart,17,3,1.4,0.9,-10.6,2021-22
11784,Javonte Green,65,7.2,4.2,0.9,1.6,2021-22
11785,Javin DeLaurier,1,0,1,0,57.1,2021-22
11786,Jarron Cumberland,3,0.7,1,0.3,40.2,2021-22
11787,Jarrett Culver,37,3.5,1.3,0.9,-2.3,2021-22
11788,Jarrett Allen,56,16.1,10.8,1.6,3.3,2021-22
11789,Jeff Dowtin,9,2.1,2,1.1,-12.3,2021-22
11790,Jarred Vanderbilt,74,6.9,8.4,1.3,5,2021-22
11791,Devin Vassell,71,12.3,4.3,1.9,1,2021-22
11792,Jerami Grant,47,19.2,4.1,2.4,-7.8,2021-22
11793,Jon Teske,3,0,0.7,0.3,-7.1,2021-22
11794,John Konchar,72,4.8,4.6,1.5,2.7,2021-22
11795,John Collins,54,16.2,7.8,1.8,0.8,2021-22
11796,Joel Embiid,68,30.6,11.7,4.2,7.9,2021-22
11797,Joel Ayayi,7,0.3,0.4,0.6,12.2,2021-22
11798,Joe Wieskamp,29,2.1,0.5,0.3,1.5,2021-22
11799,Joe Johnson,1,2,0,0,-100,2021-22
11800,Joe Ingles,45,7.2,2.9,3.5,8.2,2021-22
11801,Joe Harris,14,11.3,4,1,1.1,2021-22
11802,Jock Landale,54,4.9,2.6,0.8,-1.1,2021-22
11803,Jimmy Butler,57,21.4,5.9,5.5,6.1,2021-22
11804,Jevon Carter,66,4.2,1.7,1.5,-3,2021-22
11805,Jericho Sims,41,2.2,4.1,0.5,6.5,2021-22
11806,Jeremy Lamb,56,7.3,2.8,1.4,0.6,2021-22
11807,Jeremiah Robinson-Earl,49,7.5,5.6,1,-9.8,2021-22
11808,Jemerrio Jones,2,2,1.5,0,-38,2021-22
11809,Isaiah Hartenstein,68,8.3,4.9,2.4,7,2021-22
11810,Jaren Jackson Jr.,78,16.3,5.8,1.1,7.9,2021-22
11811,Jared Butler,42,3.8,1.1,1.5,-0.1,2021-22
11812,Jabari Parker,12,4.4,2.3,0.5,-0.8,2021-22
11813,JaVale McGee,74,9.2,6.7,0.6,5.8,2021-22
11814,JaQuori McLaughlin,4,0,0,0.5,-34.6,2021-22
11815,JaMychal Green,67,6.4,4.2,0.9,-3.5,2021-22
11816,Ja Morant,57,27.4,5.7,6.7,4.1,2021-22
11817,JT Thor,33,2,1.3,0.6,0.3,2021-22
11818,Ivica Zubac,76,10.3,8.5,1.6,-3.5,2021-22
11819,Ish Wainright,45,2.4,1.2,0.3,5.6,2021-22
11820,Ish Smith,65,6.3,2.2,3.8,-6.7,2021-22
11821,Isaiah Todd,12,1.7,1,0.3,-15.6,2021-22
11822,Isaiah Thomas,22,8.4,1.3,1.5,-1.3,2021-22
11823,Isaiah Stewart,71,8.3,8.7,1.2,-9.5,2021-22
11824,Isaiah Roby,45,10.1,4.8,1.6,-8.8,2021-22
11825,Isaiah Livers,19,6.4,3,1.1,-0.8,2021-22
11826,Isaiah Joe,55,3.6,1,0.6,1.7,2021-22
11827,Jaden McDaniels,70,9.2,4.2,1.1,0.6,2021-22
11828,Jared Harper,5,7.4,0.4,2.8,9.8,2021-22
11829,Jaden Springer,2,1,1,0,-72.4,2021-22
11830,Jae'Sean Tate,78,11.8,5.4,2.8,-8.9,2021-22
11831,Jamorko Pickett,13,3.8,2.5,0.5,0.3,2021-22
11832,James Johnson,62,5.5,3.5,2.1,-1.6,2021-22
11833,James Harden,65,22,7.7,10.3,3.5,2021-22
11834,James Ennis III,7,4.1,1.7,0.4,0.9,2021-22
11835,James Bouknight,31,4.6,1.7,0.8,-6.2,2021-22
11836,Jalen Suggs,48,11.8,3.6,4.4,-7.1,2021-22
11837,Jalen Smith,51,9.2,6,0.5,2.7,2021-22
11838,Jalen McDaniels,55,6.2,3.1,1.1,2.6,2021-22
11839,Jalen Johnson,22,2.4,1.2,0.1,-10,2021-22
11840,Jalen Green,67,17.3,3.4,2.6,-11.3,2021-22
11841,Jalen Brunson,79,16.3,3.9,4.8,4.4,2021-22
11842,Jakob Poeltl,68,13.5,9.3,2.8,3.4,2021-22
11843,Jake Layman,34,2.4,1.1,0.3,-3.4,2021-22
11844,Jaime Echenique,1,0,0,0,-30,2021-22
11845,Jahmi'us Ramsey,19,3.2,0.7,0.4,-6,2021-22
11846,Jae Crowder,67,9.4,5.3,1.9,10.2,2021-22
11847,Devin Cannady,5,10,1.2,2,-2.6,2021-22
11848,Cody Zeller,27,5.2,4.6,0.8,-2.1,2021-22
11849,Desmond Bane,76,18.2,4.4,2.7,6.9,2021-22
11850,Braxton Key,11,7.2,4.5,1,8,2021-22
11851,Brandon Williams,24,12.9,3.1,3.9,-20.4,2021-22
11852,Brandon Knight,5,6.4,1.6,1.6,-3.6,2021-22
11853,Brandon Ingram,55,22.7,5.8,5.6,3.3,2021-22
11854,Brandon Goodwin,36,4.8,1.9,2.5,-6.3,2021-22
11855,Brandon Clarke,64,10.4,5.3,1.3,7.5,2021-22
11856,Brandon Boston,51,6.7,2.2,1,-2,2021-22
11857,Bradley Beal,40,23.2,4.7,6.6,-3.5,2021-22
11858,Brad Wanamaker,23,3.6,1.7,2.4,-6.4,2021-22
11859,Bones Hyland,69,10.1,2.7,2.8,1.7,2021-22
11860,Bol Bol,14,2.4,1.4,0.4,0.5,2021-22
11861,Bojan Bogdanovic,69,18.1,4.3,1.7,4.8,2021-22
11862,Bogdan Bogdanovic,63,15.1,4,3.1,4.5,2021-22
11863,Bobby Portis,72,14.6,9.1,1.2,6.3,2021-22
11864,Boban Marjanovic,23,4.3,1.7,0.1,12.8,2021-22
11865,Brodric Thomas,12,1.8,0.8,0.9,3,2021-22
11866,Blake Griffin,56,6.4,4.1,1.9,-4.7,2021-22
11867,Brook Lopez,13,12.4,4.1,0.5,-1.4,2021-22
11868,Bruno Fernando,30,2.9,1.8,0.2,-10.1,2021-22
11869,Carlik Jones,5,0.8,0.6,1,-33.1,2021-22
11870,Caris LeVert,58,17,3.7,4.3,-1.8,2021-22
11871,Cameron Payne,58,10.8,3,4.9,6.3,2021-22
11872,Cameron Oliver,2,11.5,3,1.5,-0.9,2021-22
11873,Cameron McGriff,3,4.7,5,1,7.3,2021-22
11874,Cameron Johnson,66,12.5,4.1,1.5,6.2,2021-22
11875,Cam Thomas,67,8.5,2.4,1.2,-6.4,2021-22
11876,Cam Reddish,49,10.1,2.1,1,-9.8,2021-22
11877,Caleb Martin,60,9.2,3.8,1.1,5.7,2021-22
11878,Cade Cunningham,64,17.4,5.5,5.6,-6.2,2021-22
11879,CJ Miles,1,0,0,0,-100,2021-22
11880,CJ McCollum,62,22.1,4.3,5.1,-1.9,2021-22
11881,CJ Elleby,58,5.8,3.9,1.5,-14.3,2021-22
11882,Buddy Hield,81,15.6,4.4,2.8,-3.6,2021-22
11883,Bryn Forbes,75,8.8,1.2,1,-0.5,2021-22
11884,Bruce Brown,72,9,4.8,2.1,-0.3,2021-22
11885,Carmelo Anthony,69,13.3,4.2,1,-2.9,2021-22
11886,Bismack Biyombo,36,5.8,4.6,0.6,5.6,2021-22
11887,Bam Adebayo,56,19.1,10.1,3.4,8.1,2021-22
